Refined_Formal_Name,Original-QID,Original-Refined_Category,Original-Status/Notes,Second-Query_QID,Second-Query_Label,Second-Query_Description,Second-Query_Logic
"Thomas Howard, 14th Earl of Arundel",Q166517,Person,著名的阿伦德尔伯爵，大收藏家。,Q166517,"Thomas Howard, 21st Earl of Arundel",English diplomat (1585-1646),"High Confidence - Score: 94.3 (Sim: 0.94, Cat: Neutral)"
"Thomas Howard, 21st Earl of Arundel",,Person,[Disambiguation] 阿伦德尔伯爵 (著名收藏家)。,Q166517,"Thomas Howard, 21st Earl of Arundel",English diplomat (1585-1646),"High Confidence - Score: 110.0 (Sim: 1.00, Cat: Neutral)"
Thomas J. McCormick,,Person,建筑史学家（Clérisseau 专家）。,Q75913621,Thomas J. McCormick,Peerage person ID=399773,"High Confidence - Score: 130.0 (Sim: 1.00, Cat: Match)"
Thomas Killigrew,Q490824,Person,剧作家/朝臣。,Q490824,Thomas Killigrew,English dramatist and theatre manager; (1612-1683),"High Confidence - Score: 130.0 (Sim: 1.00, Cat: Match)"
Thomas Martyn,Q2888459,Person,植物学家/艺术导览作家。,Q2888459,Thomas Martyn,British botanist (1735–1825),"High Confidence - Score: 110.0 (Sim: 1.00, Cat: Neutral)"
"Thomas Pelham-Holles, 1st Duke of Newcastle",,Person,[Category Fix] 原文误标为 Man-Made Object。,Q273809,"Thomas Pelham-Holles, 1st Duke of Newcastle-upon-Tyne",Prime Minister of Great Britain (1693-1768),"Medium Confidence - Score: 89.6 (Sim: 0.90, Cat: Neutral)"
Thomas Rowlandson,Q318584,Person,英国讽刺漫画家。,Q318584,Thomas Rowlandson,English artist and caricaturist (1757–1827),"High Confidence - Score: 130.0 (Sim: 1.00, Cat: Match)"
Thomas Sydenham,Q559213,Person,"医生（""英国希波克拉底""）。",Q75269441,Thomas Sydenham,Peerage person ID=25843,"High Confidence - Score: 130.0 (Sim: 1.00, Cat: Match)"
"Thomas Wharton, 1st Marquess of Wharton",Q3018066,Person,英国辉格党政治家。,Q3018066,"Thomas Wharton, 1st Marquess of Wharton",English politician,"High Confidence - Score: 110.0 (Sim: 1.00, Cat: Neutral)"
"Three Dominican Saints: Vincent, Hyacinth and Lawrence",,Work,[Category Fix] 提埃坡罗在Gesuati的画作 (The Virgin Appearing to St. Dominic...) 的相关部分或独立画作。,,,,No results found
Three Portraits of Dogs,,Work,[Category Fix] Guercino 或其他画家的作品。,,,,No results found
Thyrsus González de Santalla,Q646701,Person,"[OCR Fix] ""Gonz芍lez"" -> ""González""。耶稣会总会长。",Q646701,Thyrsus González de Santalla,Roman Catholic priest (1624-1705),"High Confidence - Score: 130.0 (Sim: 1.00, Cat: Match)"
Tiber,Q13712,Place,台伯河。,Q13712,Tiber,river in Italy,"High Confidence - Score: 130.0 (Sim: 1.00, Cat: Match)"
Tiberio Cenci,Q3528073,Person,罗马红衣主教/贵族。,Q3528073,Tiberio Cenci,Italian cardinal,"High Confidence - Score: 110.0 (Sim: 1.00, Cat: Neutral)"
Tiberio Roberti,,Person,18-19世纪巴萨诺贵族，卡诺瓦的朋友。,,,,No results found
Tiepolo's Etchings,,Work,[Category Fix] 提埃坡罗版画集 (Capricci/Scherzi)。,,,,No results found
Tintoretto,,Person,[Validation] 丁托列托。,Q99912037,Tintoretto,family name,"High Confidence - Score: 110.0 (Sim: 1.00, Cat: Neutral)"
Tirso González de Santalla,,Person,[Reconstruction] 耶稣会总会长。,Q646701,Thyrsus González de Santalla,Roman Catholic priest (1624-1705),"High Confidence - Score: 108.9 (Sim: 0.89, Cat: Match)"
Titles granted to artists,,Concept,[Category Fix] 社会史概念。,,,,No results found
Titus,,Person,[Category Fix] 原文误标为 Man-Made Object。罗马皇帝提图斯。,Q21473990,Titus,ancient Roman praenomen,"High Confidence - Score: 130.0 (Sim: 1.00, Cat: Match)"
Tiziano Vecellio,,Person,提香。,Q52810421,Tiziano Vecellio,primary school in San Fior in the province of Treviso (Italy) [school id: TVEE846028],"High Confidence - Score: 110.0 (Sim: 1.00, Cat: Neutral)"
Tolfa,Q243488,Place,拉齐奥大区城镇。,Q37020169,Tolfa,family name,"High Confidence - Score: 110.0 (Sim: 1.00, Cat: Neutral)"
Tomaso Spinola,Q16616140,Person,热那亚贵族。,Q16616140,Tomaso Spinola,politician,"High Confidence - Score: 110.0 (Sim: 1.00, Cat: Neutral)"
Tomb of Antenor,,Work,[Category Fix] 帕多瓦的 Antenor 墓/像。,Q3992610,Tomb of Anthenor,Monument in Padova (Italy),"High Confidence - Score: 96.8 (Sim: 0.97, Cat: Neutral)"
Tomb of Pope Paul III,,Work,[Category Fix] 圣彼得大教堂中Guglielmo della Porta的作品。,Q126842324,Tomb of Paul III,funerary monument by Guglielmo della Porta,"Medium Confidence - Score: 86.5 (Sim: 0.86, Cat: Neutral)"
Tomb of Pope Urban VIII,Q3955657,Work,[Category Fix] 圣彼得大教堂中贝尼尼的作品。,Q3955657,Tomb of Pope Urban VIII,funerary monument by Gian Lorenzo Bernini,"High Confidence - Score: 110.0 (Sim: 1.00, Cat: Neutral)"
Tommaso Campanella,Q191850,Person,哲学家/神学家。,Q191850,Tommaso Campanella,"Italian philosopher, theologian, astrologer, and poet (1568-1639)","High Confidence - Score: 110.0 (Sim: 1.00, Cat: Neutral)"
Tommaso Chiari,Q52149250,Person,罗马画家 (Giuseppe Chiari的亲戚)。,Q52149250,Tommaso Chiari,"Italian artist, 1665-1733","High Confidence - Score: 130.0 (Sim: 1.00, Cat: Match)"
Tommaso Gar,Q15720592,Person,19世纪威尼斯档案学家/历史学家。,Q15720592,Tommaso Gar,Italian historian and writer (1808-1871),"High Confidence - Score: 110.0 (Sim: 1.00, Cat: Neutral)"
Tommaso Giuseppe Farsetti,Q53564852,Person,威尼斯艺术赞助人。,Q53564852,Tommaso Giuseppe Farsetti,"Venetian patrician, poet, translator, and bibliophile","High Confidence - Score: 110.0 (Sim: 1.00, Cat: Neutral)"
Tommaso Mattei,Q7819076,Person,罗马建筑师 (Bernini圈子)。,Q104902519,Tommaso Mattei,,"High Confidence - Score: 110.0 (Sim: 1.00, Cat: Neutral)"
Tommaso Ruffo,Q2661419,Person,红衣主教/艺术赞助人。,Q108446805,Tommaso Ruffo,archbishop of the Roman Catholic Church,"High Confidence - Score: 130.0 (Sim: 1.00, Cat: Match)"
Tommaso Temanza,Q1411187,Person,威尼斯建筑师/作家。,Q1411187,Tommaso Temanza,architect,"High Confidence - Score: 110.0 (Sim: 1.00, Cat: Neutral)"
Tommaso de' Santi,,Person,,,,,No results found
Torquato Tasso,Q168962,Person,诗人塔索。,Q168962,Torquato Tasso,Italian poet (1544–1595),"High Confidence - Score: 110.0 (Sim: 1.00, Cat: Neutral)"
Torre dell'Orologio,,Place,威尼斯圣马可广场钟楼。,Q55188693,Torre dell'Orologio,"tower in Scandiano, Italy","High Confidence - Score: 110.0 (Sim: 1.00, Cat: Neutral)"
Toussaint Dubreuil,Q386127,Person,[Reconstruction] 法国枫丹白露画派画家。 | 法国枫丹白露画派画家。,Q386127,Toussaint Dubreuil,French painter (1561-1602),"High Confidence - Score: 130.0 (Sim: 1.00, Cat: Match)"
Trastevere,Q914255,Place,罗马特拉斯提弗列区。,Q914255,Trastevere,"13th rione of Rome, Italy","High Confidence - Score: 110.0 (Sim: 1.00, Cat: Neutral)"
Tre Animali,,Work,[Category Fix] 可能是Castiglione的版画。,,,,No results found
Treaty of Aix-la-Chapelle,,Event,[Disambiguation] 亚琛和约。,Q327270,treaty of Aix-la-Chapelle,treaty that ended the War of Devolution,"High Confidence - Score: 130.0 (Sim: 1.00, Cat: Match)"
Treaty of Passarowitz,,Event,帕萨罗维茨条约。,Q211395,treaty of Passarowitz,peace treaty,"High Confidence - Score: 110.0 (Sim: 1.00, Cat: Neutral)"
Treaty of Pisa,,Event,1664年条约。,,,,No results found
Treaty of Rastatt,,Event,1714年条约。,Q163236,Treaty of Rastatt,1714 peace treaty between France and Austria following the War of the Spanish Succession,"High Confidence - Score: 130.0 (Sim: 1.00, Cat: Match)"
Treaty of Utrecht,,Event,[Category Fix] 1713年条约。,Q559400,Treaty of Utrecht,treaty following the Anglo-Hanseatic war,"High Confidence - Score: 130.0 (Sim: 1.00, Cat: Match)"
Trevi Fountain,Q185382,Work,[Category Fix] 罗马特莱维喷泉 (亦可归Place)。,Q185382,Trevi Fountain,"Baroque fountain in Rome, Italy","High Confidence - Score: 110.0 (Sim: 1.00, Cat: Neutral)"
Triumph of the Arts,,Work,[Category Fix] 常见巴洛克寓意画主题。,Q96003056,Triumph of the Arts,painting by Giovanni Battista Tiepolo,"High Confidence - Score: 130.0 (Sim: 1.00, Cat: Match)"
Triumph of the Faith,,Work,[Category Fix],Q111364344,Triumph of the Faith,painting by Rubens (KMSKB),"High Confidence - Score: 130.0 (Sim: 1.00, Cat: Match)"
Triumph of the Name of Jesus,Q54647365,Work,[Validation] Baciccio 壁画。,Q54647365,Triumph of the Name of Jesus,painting,"High Confidence - Score: 130.0 (Sim: 1.00, Cat: Match)"
Troy,Q22647,Place,特洛伊城。,Q79862,Troy,"city in Pike County, Alabama, United States","High Confidence - Score: 130.0 (Sim: 1.00, Cat: Match)"
Truth (Allegory),,Work,[Category Fix] 原文误标为 Man-Made Object。真理寓意画 (如Bernini)。,,,,No results found
Turin,,Place,都灵。,Q495,Turin,city and commune in Italy,"High Confidence - Score: 130.0 (Sim: 1.00, Cat: Match)"
Turnus,Q633549,Person,埃涅阿斯纪人物。,Q1325522,Turnus,1st-century Roman poet,"High Confidence - Score: 130.0 (Sim: 1.00, Cat: Match)"
Twelve Apostles,,Group,[Category Fix] 十二使徒 (或以此为题的艺术作品系列)。,Q4155679,Twelve Apostles,certain disciples of Jesus Christ in Christian tradition,"High Confidence - Score: 110.0 (Sim: 1.00, Cat: Neutral)"
Twelve Watercolors of Venetian Women,,Work,[Category Fix] Grevembroch 或其他人的风俗画册。,,,,No results found
Two Baskets of Fruit and Flowers,,Work,[Category Fix] 静物画。,,,,No results found
UK Antarctic Place-Names Committee,,Organization,[Category Fix] 机构名。,Q826644,UK Antarctic Place-Names Committee,one of the naming committees for Antarctica,"High Confidence - Score: 110.0 (Sim: 1.00, Cat: Neutral)"
Uberto Limentani,Q4002488,Person,意大利文学学者。,Q4002488,Uberto Limentani,Italian literary historian (1913-1989),"High Confidence - Score: 110.0 (Sim: 1.00, Cat: Neutral)"
Udine,,Place,乌迪内。,Q2790,Udine,Italian comune,"High Confidence - Score: 110.0 (Sim: 1.00, Cat: Neutral)"
Udine Cathedral,Q1145812,Place,乌迪内大教堂。,Q1145812,Udine Cathedral,cathedral in Italy,"High Confidence - Score: 110.0 (Sim: 1.00, Cat: Neutral)"
Ufficio dell'Assessore Comunale alle Belle Arti,,Organization,[Category Fix] 市政艺术办公室。,,,,No results found
Uffizi / Pitti (Gallerie Fiorentine),,Place,[Validation] 佛罗伦萨美术馆统称。,,,,No results found
Uffizi Gallery,Q51252,Organization,[Category Fix] 乌菲齐美术馆。,Q51252,Uffizi Gallery,"palace and art museum in Florence, Italy","High Confidence - Score: 130.0 (Sim: 1.00, Cat: Match)"
Ugo Da Como,Q4002776,Person,政治家/收藏家。,Q4002776,Ugo Da Como,Italian politician,"High Confidence - Score: 110.0 (Sim: 1.00, Cat: Neutral)"
Ugo da Carpi,Q1967967,Person,重要的木刻版画家。,Q1967967,Ugo da Carpi,Italian printmaker and painter,"High Confidence - Score: 130.0 (Sim: 1.00, Cat: Match)"
Ulderico Carpegna,Q980628,Person,红衣主教。,Q980628,Ulderico Carpegna,Catholic cardinal,"High Confidence - Score: 110.0 (Sim: 1.00, Cat: Neutral)"
Ulisse Aldrovandi,Q104187873,Person,博洛尼亚博物学家。,Q104187873,Ulisse Aldrovandi,Italian artist (1772-1826),"High Confidence - Score: 130.0 (Sim: 1.00, Cat: Match)"
Ulisse Giuseppe Gozzadini,Q1173048,Person,红衣主教。,Q1173048,Ulisse Giuseppe Gozzadini,Catholic cardinal,"High Confidence - Score: 110.0 (Sim: 1.00, Cat: Neutral)"
Ulisse Gozzadini,,Person,[Disambiguation] 枢机主教。,Q1173048,Ulisse Giuseppe Gozzadini,Catholic cardinal,"Medium Confidence - Score: 78.0 (Sim: 0.78, Cat: Neutral)"
Ulisse Prota-Giurleo,Q55990736,Person,音乐史学家。,Q55990736,Ulisse Prota-Giurleo,,"High Confidence - Score: 110.0 (Sim: 1.00, Cat: Neutral)"
Ulrika Eleonora of Sweden,,Person,瑞典女王。,Q52933,Ulrika Eleonora I of Sweden,queen regnant of Sweden from 1718 to 1720 (1688–1741),"High Confidence - Score: 96.2 (Sim: 0.96, Cat: Neutral)"
Umbria,Q1280,Place,翁布里亚大区。,Q1280,Umbria,region of Italy,"High Confidence - Score: 110.0 (Sim: 1.00, Cat: Neutral)"
Un trionfo d'armi,,Work,[Category Fix] 可能是 Flaminio Torri 的画作。,,,,No results found
University of Bologna,Q131262,Organization,[Category Fix] 博洛尼亚大学。,Q131262,University of Bologna,"university in Bologna, Italy","High Confidence - Score: 130.0 (Sim: 1.00, Cat: Match)"
University of Cambridge,Q35794,Organization,[Category Fix] 剑桥大学。,Q35794,University of Cambridge,"collegiate public research university in Cambridge, England, United Kingdom","High Confidence - Score: 130.0 (Sim: 1.00, Cat: Match)"
University of Padua,Q193510,Organization,[Category Fix] 帕多瓦大学。,Q193510,University of Padua,university in Italy,"High Confidence - Score: 130.0 (Sim: 1.00, Cat: Match)"
Urban VIII,Q131579,Person,[Disambiguation] 教皇乌尔班八世。 | 教皇乌尔班八世。,Q131579,Urban VIII,235 pope of the Catholic Church from 1623 to 1644 (1568–1644),"High Confidence - Score: 110.0 (Sim: 1.00, Cat: Neutral)"
Urbano Barberini (Prince of Palestrina),,Person,[Reconstruction] 名字过长且粘连，应简化为主要头衔。,,,,No results found
Urbino,Q2759,Place,乌尔比诺。,Q2759,Urbino,town in the Marche region of Italy,"High Confidence - Score: 110.0 (Sim: 1.00, Cat: Neutral)"
Urbino Cathedral,,Place,乌尔比诺大教堂。,,,,No results found
Vaduz,,Place,列支敦士登首都 (Liechtenstein Collection所在地)。,Q1844,Vaduz,capital of Liechtenstein,"High Confidence - Score: 130.0 (Sim: 1.00, Cat: Match)"
Valencia,Q8818,Place,瓦伦西亚。,Q8818,Valencia,"municipality in Spain, capital city of the Valencian Community","High Confidence - Score: 130.0 (Sim: 1.00, Cat: Match)"
Valentin (Art Dealer),,Person,"[Disambiguation] 可能是指 17世纪的画商 (如 Valentin de Boulogne 误读) 或 19/20世纪画商 (Curt Valentin?)，需语境。此处可能是指 ""Valentin"" 这一名字作为画商的简称。",,,,No results found
Valentin de Boulogne,Q1337275,Person,法国卡拉瓦乔派画家。,Q1337275,Valentin de Boulogne,French painter (1591-1632),"High Confidence - Score: 130.0 (Sim: 1.00, Cat: Match)"
Valerio Antonio Zarzabini,,Person,[Validation] 人物。,,,,No results found
Valerio Castello,Q1134972,Person,热那亚巴洛克画家。,Q1134972,Valerio Castello,Italian painter (1624-1659),"High Confidence - Score: 130.0 (Sim: 1.00, Cat: Match)"
Valerio Vanetti,,Person,,,,,No results found
Valmarana family,,Group,维琴察/威尼斯贵族。,,,,No results found
Valmontone,Q243514,Place,拉齐奥大区城镇 (Pamphilj宫殿所在地)。,Q243514,Valmontone,Italian comune,"High Confidence - Score: 110.0 (Sim: 1.00, Cat: Neutral)"
Valtellina,Q685105,Place,瓦尔泰利纳山谷。,Q685105,Valtellina,valley in Northern Italy,"High Confidence - Score: 110.0 (Sim: 1.00, Cat: Neutral)"
Vanitas,,Concept,"[OCR Fix/Category Fix] ""Vanita"" -> ""Vanitas""。虚空派艺术。",Q733095,vanitas,genre of symbolic work of art,"High Confidence - Score: 130.0 (Sim: 1.00, Cat: Match)"
Vari Capricci,,Work,[OCR Fix] 提埃坡罗的版画集。,Q123664047,Death giving audience,"1735-1745, print, etching","Low Confidence - Score: 23.5 (Sim: 0.24, Cat: Neutral)"
Vatican Apostolic Archives,Q536580,Organization,[Category Fix] 原文误标为 Place。,Q536580,Vatican Apostolic Archives,central repository in the Vatican City for all of the acts promulgated by the Holy See,"High Confidence - Score: 110.0 (Sim: 1.00, Cat: Neutral)"
Vatican Library,Q213678,Organization,[Category Fix] 原文误标为 Place。,Q213678,Vatican Library,library of the Holy See,"High Confidence - Score: 110.0 (Sim: 1.00, Cat: Neutral)"
Vatican Museums,Q182955,Organization,[Category Fix] 原文误标为 Place。,Q182955,Vatican Museums,museums of the Vatican City,"High Confidence - Score: 130.0 (Sim: 1.00, Cat: Match)"
Venetian Holy Inquisition,Q104870272,Organization,[Category Fix] 宗教裁判所。,Q104870272,Venetian Holy Inquisition,,"High Confidence - Score: 110.0 (Sim: 1.00, Cat: Neutral)"
Venetian artists in 18th-century Paris,,Group,[Category Fix] 群体/概念。,,,,No results found
Venetian artists in Madrid,,Group,[Category Fix] 原文误标为 Person (群体概念)。,,,,No results found
Venetian artists in St Petersburg,,Group,[Category Fix] 艺术群体。,,,,No results found
Venetian painting in Moscow,,Concept,[Category Fix] 指“莫斯科的威尼斯绘画收藏”这一概念/主题。,,,,No results found
Venice,,Place,威尼斯。,Q641,Venice,"capital city of Veneto, Italy","High Confidence - Score: 130.0 (Sim: 1.00, Cat: Match)"
Ventura Carrara,,Person,,,,,No results found
Ventura Furlani,,Person,,,,,No results found
Ventura Rossi,,Person,建筑师/画家。,,,,No results found
Ventura and Lorenzo Rossi,,Person,可能是画家/工匠。,,,,No results found
Venus,Q47652,Person,[Myth] 维纳斯。,Q47652,Venus,"Roman goddess of love, sexuality, procreation and pleasure","High Confidence - Score: 130.0 (Sim: 1.00, Cat: Match)"
Venus Italica,Q121790161,Work,[Category Fix] 卡诺瓦的雕塑。,Q4009586,Venus Italica,sculpture by Antonio Canova,"High Confidence - Score: 130.0 (Sim: 1.00, Cat: Match)"
Venus Leaving the Bath,,Work,[Category Fix] 布歇、提香等。,,,,No results found
Venus Mourning the Death of Adonis,,Work,[Category Fix] 常见神话画作。,Q106875204,Venus Mourning the Death of Adonis,painting by Bartholomeus Breenbergh,"High Confidence - Score: 130.0 (Sim: 1.00, Cat: Match)"
Venus Playing with Cupid,,Work,[Category Fix],,,,No results found
Venus and Adonis,,Work,[Category Fix] 提香、委罗内塞、鲁本斯等。,Q603703,Venus and Adonis,painting by Titian in the Museo del Prado,"High Confidence - Score: 130.0 (Sim: 1.00, Cat: Match)"
Venus and Cupid,,Work,[Category Fix],Q134930860,Venus and Cupid,painting by Bronzino,"High Confidence - Score: 130.0 (Sim: 1.00, Cat: Match)"
Venus and Cupid with a Satyr,Q1133114,Work,[Category Fix] Correggio (Venus and Cupid with a Satyr/Antiope) 或其他。,Q1133114,Venus and Cupid with a Satyr,painting by Corregio in the Louvre,"High Confidence - Score: 130.0 (Sim: 1.00, Cat: Match)"
