Refined_Formal_Name,QID,Refined_Category,Status/Notes
The Ascension of Christ,A217,Work,[Category Fix]
The Assassination of Saint Peter Martyr,,Work,[Category Fix] 提香原作（已毁）的临摹。
The Assumption of St Aloysius Gonzaga,,Work,[Category Fix] Guercino 等人的画作。
The Assumption of the Virgin,A219,Work,[Category Fix] 提香（Frari）或 Carracci 的圣母升天图。
The Bacchanal of the Andrians,Q3632485,Work,[Category Fix] 同 3651。
The Banquet of Cleopatra,Q18167078,Work,[Category Fix] | [Category Fix] 提埃坡罗的著名画作。
The Baptism of Christ,Q19911646,Work,[Category Fix] | [Category Fix] 耶稣受洗图。
The Bath of Diana,A221,Work,[Category Fix] 戴安娜沐浴。
The Bathers,A222,Work,[Category Fix] 塞尚（晚期）或 Carracci（早期）的画作，此处可能指 Carracci。
The Bean Eater,Q1232131,Work,[Category Fix] Annibale Carracci 的著名风俗画。
The Beheading of Saint John the Baptist,,Work,[Category Fix] 卡拉瓦乔等人的画作。
The Beheading of Saint Paul,,Work,[Category Fix] Algardi 的雕塑或画作。
The Birth of Saint John the Baptist,Q27700204,Work,[Category Fix]
The Capture of Jerusalem by Titus,Q124039533,Work,[Category Fix] 普桑画作。
The Capture of Syracuse with the Death of Archimedes,A224,Work,[Category Fix]
The Children of Charles I,Q119496876,Work,[Category Fix] 凡·戴克画作。
The Choice of Hercules,Q118993578,Work,[Category Fix] 赫拉克勒斯的岔路口（Carracci 等）。
The Circumcision,A225,Work,[Category Fix] 耶稣割礼图。
The Confession,A226,Work,[Category Fix] 可能是 Longhi 的画作《告解》。
The Conspiracy of Catiline,A227,Work,[Category Fix] Salvator Rosa 的画作。
The Continence of Scipio,A466,Work,[Category Fix] 西庇阿的节制（历史画）。
The Conversion of Saint Paul,Q1448203,Work,[Category Fix] 卡拉瓦乔等人的画作。
The Crossing of the Red Sea,A228,Work,[Category Fix] 普桑画作。
The Death of Ananias,,Work,[Category Fix] 拉斐尔挂毯设计。
The Death of Cleopatra,Q12899375,Work,[Category Fix] 常见历史画主题。
The Death of Darius,,Work,[Category Fix] 历史画。
The Death of Germanicus,Q20890835,Work,[Category Fix] 普桑的著名画作。
The Death of Lucretia,Q20529027,Work,[Category Fix] 常见历史画主题。
The Death of Regulus,A229,Work,[Category Fix] Salvator Rosa 的画作。
The Death of St Francis Xavier,A230,Work,[Category Fix] Baciccio 或 Maratti 的画作。
The Deposition,Q2500226,Work,[Category Fix] 耶稣下十字架。
The Deposition from the Cross,A231,Work,[Category Fix]
The Descent from the Cross,A233,Work,[Category Fix]
The Ecstasy of Saint Margaret of Cortona,,Work,[Category Fix] Lanfranco 的画作。
The Emperor Augustus Closing the Doors of the Temple of Janus,,Work,[Category Fix] Carlo Maratti 的画作。
The Entombment of Christ,Q1213151,Work,[Category Fix] 提香、卡拉瓦乔等。
The Exodus,A235,Work,[Category Fix] 出埃及记主题（Castiglione 等）。
The Fair at Poggio a Caiano,Q116912713,Work,[Category Fix] Giuseppe Maria Crespi 的画作。
The Fall of Phaethon,A237,Work,[Category Fix] 米开朗基罗（素描）或 Liss 等。
The Fall of the Giants,A238,Work,[Category Fix] 朱利奥·罗马诺或萨尔瓦托·罗萨。
The Family of Darius before Alexander,,Work,[Validation] 委罗内塞画作。
The Fates (Moirai),,Person (Myth),[Category Fix] 原文误标为 Work。命运三女神。
The Feast of Herod,Q27955591,Work,[Category Fix] 多纳泰罗（浮雕）或鲁本斯。
The Finding of Moses,A239,Work,[Category Fix] 发现摩西（常见主题）。
The Finding of the True Cross,,Work,[Category Fix] 圣海伦纳发现真十字架。
The Flagellation of Christ,,Work,"[Category Fix] 鞭笞基督（Piero della Francesca, Caravaggio 等）。"
The Flight into Egypt,A312,Work,"[Category Fix] 逃往埃及（Carracci, Poussin 等）。"
The Forge of Vulcan,,Work,[Category Fix] 委拉斯开兹等。
The Four Continents paying homage to Karl Philip von Greiffenklau,A242,Work,[Category Fix] 提埃坡罗在 Würzburg 的天顶画。
The Four Elements,A243,Work,[Category Fix] 常见的寓意画主题（Arcimboldo 等）。
The Four Seasons,A467,Work,[Category Fix] Poussin 或 Vivaldi（音乐）的主题。
The Gathering of the Manna,,Work,[Category Fix] 普桑、提埃坡罗等。
The Glorification of the Trinity with the Adoration of the Instruments of Passion,,Work,[Category Fix] 可能是特定祭坛画。
The Glory of Saint Aloysius Gonzaga,,Work,[Category Fix] Guercino 或 Pozzo 的作品。
The Glory of St Dominic,A244,Work,[Category Fix] Guido Reni 或 Piazzetta 的画作。
The Great Flood,Q118397664,Work,"[Category Fix] 大洪水（Michelangelo, Poussin）。"
The Holy Family,Q427390,Work,[Category Fix] 圣家族。
The Holy Family with Saint John the Baptist,,Work,[Category Fix] 常见主题（Raphael 等）。
The Hunt of Meleager,A468,Work,[Category Fix] 墨勒阿革洛斯狩猎图（Poussin）。
The Infant Jupiter handed over by Cybele to the Corybantes,,Work,"[OCR Fix] ""befed"" -> ""be fed""。"
The Inspiration of the Poet,Q3204226,Work,[Category Fix] 普桑的著名画作。
The Institution of the Rosary,,Work,[Category Fix] 提埃坡罗等人的画作。
The Judgment of Paris,Q20354950,Work,[Category Fix] 同上。 | [Category Fix] 帕里斯的裁判。
The Justice of Solomon,A248,Work,[Category Fix] 所罗门的审判。
The Killing of Sisera,A249,Work,[Category Fix] 雅亿杀西西拉。
The Last Judgment,,Work,[Category Fix] 最后的审判（Michelangelo）。
The Levites,A251,Group,[Category Fix] 利未人（圣经部族）。
The Life of Cato,A252,Work,[Category Fix] 可能是 Plutarch 的传记或壁画系列。
The Life of Constantine,A253,Work,[Category Fix] 鲁本斯或罗马的壁画系列。
The Life of Saint Ursula,,Work,[Category Fix] Carpaccio 的著名系列画作。
The Madonna of Carmel and the Souls of Purgatory,,Work,[Category Fix] 提埃坡罗等画作。
The Marriage of Frederick Barbarossa,Q26706747,Work,[Category Fix] 提埃坡罗在 Würzburg 的壁画。
The Marriage of Peleus and Thetis,,Work,[Category Fix] 常见神话主题。
The Martyrdom of Saint Andrew,,Work,[Category Fix]
The Martyrdom of Saint Cecilia,,Work,[Category Fix] 圣塞西莉亚殉教图（如 Domenichino 作品）。
The Martyrdom of Saint Erasmus,Q59542375,Work,[Category Fix] 普桑的画作。
The Martyrdom of Saint Peter,,Work,[Category Fix] 圣彼得殉教图（如卡拉瓦乔或雷尼作品）。
The Martyrdom of Saint Sebastian,,Work,[Category Fix]
The Massacre of the Innocents,A257,Work,"[Category Fix] 诸圣婴孩殉道（Guido Reni, Poussin）。"
The Meeting of Jacob and Esau,,Work,[Category Fix] 圣经主题或画作。
The Meeting of Leo the Great and Attila,,Work,[Category Fix] 拉斐尔或阿尔加迪的作品。
The Miracle of the Holy House of Loreto,Q20185296,Work,[Category Fix] 提埃坡罗的画作。
The Mission,Q64547309,Concept,[Ambiguous] 可能是电影、特定修会任务或画作标题。
The Murder of Abel,,Work,"[Correction] 通常是该隐杀亚伯 ""Cain killing Abel""。需确认是否为罕见变体。"
The Music Lesson,Q2336984,Work,"[Category Fix] Vermeer, Longhi 等画作。"
The Musicians,,Work,"[Category Fix] 卡拉瓦乔画作 ""The Musicians"" 或一般主题。"
The Mystic Marriage of Saint Catherine,Q27967889,Work,[Category Fix] 圣凯瑟琳的神秘婚姻。
The Nativity,A260,Work,[Category Fix] 耶稣诞生图。 | [Category Fix] 耶稣降生。
The Origin of Coral,,Work,[Category Fix] 普桑或洛兰画作。
The Painter's Family,A261,Work,[Category Fix] 艺术家家庭肖像。
The Parlor,A262,Work,[Category Fix] Pietro Longhi 的画作《The Parlatorio》。
The Plague at Ashdod,Q26692514,Work,[Category Fix] 普桑的画作。
The Pool of Bethesda,A263,Work,"[Category Fix] 毕士大池（Hogarth, Panini）。"
The Power of Eloquence,,Work,[Category Fix] 提埃坡罗在 Würzburg 的天顶画局部或寓意画。
The Power of Love,A469,Work,[Category Fix] 寓意画。
The Presentation in the Temple,Q110803137,Work,[Category Fix] 圣殿奉献。
The Presentation of Jesus in the Temple,A313,Work,[Category Fix]
The Presentation of the Virgin in the Temple,,Work,[Category Fix] 提香或其他画家的主题。
The Rape of Europa,,Work,[Category Fix] 提香、委罗内塞等人的画作。
The Rape of Ganymede,A470,Work,[Category Fix] 伽尼米德的劫夺。
The Rape of Proserpina,A471,Work,[Category Fix] 贝尼尼雕塑或画作。
The Rape of the Sabine Women,A266,Work,[Category Fix] | [Category Fix] 普桑、詹博洛尼亚作品。 | [Category Fix] 萨宾妇女的劫夺。
The Rehearsal of an Opera,,Work,[Category Fix] Marco Ricci 的画作。
The Repentant Magdalene,Q12900942,Work,[Category Fix] 忏悔的抹大拉。
The Rest on the Flight into Egypt,Q28796949,Work,[Category Fix] 逃往埃及途中的休息。
The Resurrection,Q23929203,Work,[Category Fix] 耶稣复活。
The Revolt of Masaniello,A267,Work,[Category Fix] 原文误标为 Person。指描绘该事件的画作（Spadaro/Cerquozzi）。
The Road to Calvary,A268,Work,[Category Fix] 苦路。
The Rokeby Venus,,Work,[Category Fix] 委拉斯开兹的《镜前的维纳斯》。
The Royal Hunt of Dido and Aeneas,Q28093447,Work,[Category Fix] 埃涅阿斯纪主题。
The Sacrament of the Last Supper,,Work,[Category Fix] 达利（Dali）作品在华盛顿？或是指 Leonardo 的复制品？需具体语境。
The Sacrifice of Iphigenia,A472,Work,[Category Fix] 伊菲革涅亚的献祭。 | [Category Fix] 提埃坡罗等人的画作。
The Sacrifice of Isaac,A269,Work,[Category Fix] 以撒的献祭。 | [Category Fix] 常见的艺术主题。
The Sacrifice of Noah,Q52289557,Work,[Category Fix] 诺亚的献祭。
The Sacrifice of Polyxena,A270,Work,[Category Fix] 波吕克塞娜的献祭。
The Sala Grande of the Ridotto (Palazzo Dandolo),,Place,"[OCR Fix] ""S. Mois豕"" -> ""San Moisè""。威尼斯著名的赌场大厅。"
The Sea Triumph of Charles II,Q28026269,Work,[Category Fix] Verrio 的画作（Hampton Court）。
The Seven Sacraments,,Work,[Category Fix] 普桑的著名系列画作。
The Spectator,,Work,[Category Fix] 原文误标为 Person。18世纪英国期刊。
The Standard Bearer,,Work,[Category Fix] 伦勃朗或 Piazzetta 的画作。
The Stoning of Zechariah,,Work,[Category Fix]
The Tempest,Q930137,Work,[Category Fix] 乔尔乔内的《暴风雨》。
The Three Angels Visiting Abraham,,Work,[Category Fix] 提埃坡罗等。
The Three Graces,A273,Work,"[Category Fix] 三美神（Canova, Rubens）。"
The Tiburtine Sibyl Announces the Advent of Christ to Augustus,,Work,[Category Fix] 提布尔巫女预言。
The Triumph of Galatea,,Work,[Category Fix] 拉斐尔的壁画。
The Triumph of Venice,Q121493619,Work,[Category Fix] 提埃坡罗 (Palazzo Pisani) 或 Pompeo Batoni 的画作。 | [Category Fix] 提埃坡罗或 Veronese 的画作。
The Triumph of the Name of Jesus,Q106777211,Work,[Category Fix] Il Gesù 教堂的天顶画（Baciccio）。 | [Category Fix] 罗马耶稣会教堂天顶画。
The Vigilia di Santa Marta,Q19660357,Work,[Category Fix] Canaletto 的画作。
The Virgin Giving the Habit to Saint Teresa,A473,Work,[Category Fix]
The Virgin Mary Appears to Saint Francis,,Work,[Category Fix]
The Virgin and Child with Saints Catherine and Dominic,,Work,[Category Fix] 玫瑰经圣母（Sassoferrato 或 Tiepolo）。
The Virgin with the Rabbit,,Work,[Validation] 提香画作。
The Vision of Constantine,Q7772874,Work,[Category Fix] 康斯坦丁的幻象。
The Vision of Saint Eustace,,Work,[Category Fix] 圣尤斯塔斯狩猎幻象。
The Visit of Henry III to the Villa Contarini,Q5968478,Work,[Category Fix] 提埃坡罗的壁画。
The Visitation,A274,Work,[Category Fix] 圣母访亲。
The Wallace Collection,Q1327919,Organization,[Category Fix] 原文误标为 Place。伦敦著名的博物馆。
The War between the Romans and the Sabines,,Work,[Category Fix] 历史画。
The Wedding Feast at Cana,,Work,[Category Fix] 迦拿的婚礼。
The Wedding Feast at Cana (after Veronese),,Work,[Category Fix] 临摹作品。
The Woman Taken in Adultery,,Work,[Category Fix] 基督与淫妇。
The Worship of Venus,Q3743879,Work,[Category Fix] 提香的《维纳斯的崇拜》。
Theatinerkirche,,Place,[Category Fix] 铁阿提纳教堂。
Theatines,Q1414924,Organization,[Category Fix] 铁阿提纳修会。
Third Colonnade for St. Peter's Square,,Work,[Category Fix] 贝尼尼的未建设计方案。
Thomas Baines,,Person,[Reconstruction] 英国医生/旅行者。
Thomas Baker,Q7787323,Person,可能是古董商或收藏家。
Thomas Buser,Q2422807,Person,艺术史学家。
"Thomas Coke, 1st Earl of Leicester",Q5944748,Person,"[Context] ""Mr Coke"" 常指 Thomas Coke (Holkham Hall 建造者/收藏家)。 | 霍尔克姆大厅的主人。"
"Thomas Foley, 1st Baron Foley",Q7789693,Person,
Thomas G. Bergin,,Person,但丁/维柯学者。
"Thomas Howard, 14th Earl of Arundel",Q166517,Person,著名的阿伦德尔伯爵，大收藏家。
"Thomas Howard, 21st Earl of Arundel",,Person,[Disambiguation] 阿伦德尔伯爵 (著名收藏家)。
Thomas J. McCormick,,Person,建筑史学家（Clérisseau 专家）。
Thomas Killigrew,Q490824,Person,剧作家/朝臣。
Thomas Martyn,Q2888459,Person,植物学家/艺术导览作家。
"Thomas Pelham-Holles, 1st Duke of Newcastle",,Person,[Category Fix] 原文误标为 Man-Made Object。
Thomas Rowlandson,Q318584,Person,英国讽刺漫画家。
Thomas Sydenham,Q559213,Person,"医生（""英国希波克拉底""）。"
"Thomas Wharton, 1st Marquess of Wharton",Q3018066,Person,英国辉格党政治家。
"Three Dominican Saints: Vincent, Hyacinth and Lawrence",A278,Work,[Category Fix] 提埃坡罗在Gesuati的画作 (The Virgin Appearing to St. Dominic...) 的相关部分或独立画作。
Three Portraits of Dogs,A314,Work,[Category Fix] Guercino 或其他画家的作品。
Thyrsus González de Santalla,Q646701,Person,"[OCR Fix] ""Gonz芍lez"" -> ""González""。耶稣会总会长。"
Tiber,Q13712,Place,台伯河。
Tiberio Cenci,Q3528073,Person,罗马红衣主教/贵族。
Tiberio Roberti,R93,Person,18-19世纪巴萨诺贵族，卡诺瓦的朋友。
Tiepolo's Etchings,A279,Work,[Category Fix] 提埃坡罗版画集 (Capricci/Scherzi)。
Tintoretto,,Person,[Validation] 丁托列托。
Tirso González de Santalla,,Person,[Reconstruction] 耶稣会总会长。
Titles granted to artists,,Concept,[Category Fix] 社会史概念。
Titus,A280,Person,[Category Fix] 原文误标为 Man-Made Object。罗马皇帝提图斯。
Tiziano Vecellio,,Person,提香。
Tolfa,Q243488,Place,拉齐奥大区城镇。
Tomaso Spinola,Q16616140,Person,热那亚贵族。
Tomb of Antenor,,Work,[Category Fix] 帕多瓦的 Antenor 墓/像。
Tomb of Pope Paul III,,Work,[Category Fix] 圣彼得大教堂中Guglielmo della Porta的作品。
Tomb of Pope Urban VIII,Q3955657,Work,[Category Fix] 圣彼得大教堂中贝尼尼的作品。
Tommaso Campanella,Q191850,Person,哲学家/神学家。
Tommaso Chiari,Q52149250,Person,罗马画家 (Giuseppe Chiari的亲戚)。
Tommaso Gar,Q15720592,Person,19世纪威尼斯档案学家/历史学家。
Tommaso Giuseppe Farsetti,Q53564852,Person,威尼斯艺术赞助人。
Tommaso Mattei,Q7819076,Person,罗马建筑师 (Bernini圈子)。
Tommaso Ruffo,Q2661419,Person,红衣主教/艺术赞助人。
Tommaso Temanza,Q1411187,Person,威尼斯建筑师/作家。
Tommaso de' Santi,,Person,
Torquato Tasso,Q168962,Person,诗人塔索。
Torre dell'Orologio,G141,Place,威尼斯圣马可广场钟楼。
Toussaint Dubreuil,Q386127,Person,[Reconstruction] 法国枫丹白露画派画家。 | 法国枫丹白露画派画家。
Trastevere,Q914255,Place,罗马特拉斯提弗列区。
Tre Animali,A281,Work,[Category Fix] 可能是Castiglione的版画。
Treaty of Aix-la-Chapelle,,Event,[Disambiguation] 亚琛和约。
Treaty of Passarowitz,,Event,帕萨罗维茨条约。
Treaty of Pisa,,Event,1664年条约。
Treaty of Rastatt,,Event,1714年条约。
Treaty of Utrecht,,Event,[Category Fix] 1713年条约。
Trevi Fountain,Q185382,Work,[Category Fix] 罗马特莱维喷泉 (亦可归Place)。
Triumph of the Arts,A282,Work,[Category Fix] 常见巴洛克寓意画主题。
Triumph of the Faith,A283,Work,[Category Fix]
Triumph of the Name of Jesus,Q54647365,Work,[Validation] Baciccio 壁画。
Troy,Q22647,Place,特洛伊城。
Truth (Allegory),,Work,[Category Fix] 原文误标为 Man-Made Object。真理寓意画 (如Bernini)。
Turin,,Place,都灵。
Turnus,Q633549,Person,埃涅阿斯纪人物。
Twelve Apostles,A474,Group,[Category Fix] 十二使徒 (或以此为题的艺术作品系列)。
Twelve Watercolors of Venetian Women,A475,Work,[Category Fix] Grevembroch 或其他人的风俗画册。
Two Baskets of Fruit and Flowers,A284,Work,[Category Fix] 静物画。
UK Antarctic Place-Names Committee,,Organization,[Category Fix] 机构名。
Uberto Limentani,Q4002488,Person,意大利文学学者。
Udine,,Place,乌迪内。
Udine Cathedral,Q1145812,Place,乌迪内大教堂。
Ufficio dell'Assessore Comunale alle Belle Arti,,Organization,[Category Fix] 市政艺术办公室。
Uffizi / Pitti (Gallerie Fiorentine),,Place,[Validation] 佛罗伦萨美术馆统称。
Uffizi Gallery,Q51252,Organization,[Category Fix] 乌菲齐美术馆。
Ugo Da Como,Q4002776,Person,政治家/收藏家。
Ugo da Carpi,Q1967967,Person,重要的木刻版画家。
Ulderico Carpegna,Q980628,Person,红衣主教。
Ulisse Aldrovandi,Q104187873,Person,博洛尼亚博物学家。
Ulisse Giuseppe Gozzadini,Q1173048,Person,红衣主教。
Ulisse Gozzadini,,Person,[Disambiguation] 枢机主教。
Ulisse Prota-Giurleo,Q55990736,Person,音乐史学家。
Ulrika Eleonora of Sweden,,Person,瑞典女王。
Umbria,Q1280,Place,翁布里亚大区。
Un trionfo d'armi,A285,Work,[Category Fix] 可能是 Flaminio Torri 的画作。
