Refined_Formal_Name,Refined_Category,Status/Notes
Susanna and the Elders,Work,[Category Fix] 丁托列托、伦勃朗等人的画作。
Svetlana Alpers,Person,现代艺术史学家。
Syrinx,Person,[Myth] 绪林克斯（山林女神）。
Sándor Baumgarten,Person,"[OCR Fix] ""S芍ndor"" -> ""Sándor""。匈牙利建筑师/作家。"
Ségala,Place,"[OCR Fix] ""S谷gala"" -> ""Ségala""。法国地名。"
T. & A. Constable,Organization,[Category Fix] 著名的爱丁堡印刷出版公司。
Taddeo Barberini,Person,[Reconstruction] 帕莱斯特里纳亲王。 | 帕莱斯特里纳亲王（教皇乌尔班八世的侄子）。
Tahiti,Place,大溪地。
Tancred Borenius,Person,芬兰艺术史学家。
Tarantella Dancers,Work,[Category Fix] 可能是专门描绘塔兰泰拉舞的画作或版画。
Tarquin and Lucretia and a Joseph,Work,[Category Fix] 包含两幅或多幅画作的条目（卢克雷蒂亚与约瑟夫）。
Taste in art (German princes),Concept,[Validation] 艺术史议题。
Tavole Barberini,Work,[Category Fix] Fra Carnevale 的著名画板（现分藏纽约和波士顿）。
Teatro Farnese,Place,帕尔马法尔内塞剧院。
Teatro Malibran,Place,威尼斯马利布兰剧院（原 San Giovanni Grisostomo）。
Temperance,Work,[Category Fix] 寓意画或雕塑。
Tempio Malatestiano,Place,里米尼马拉泰斯塔教堂。
Tempio della Beata Vergine del Soccorso,Place,[Validation] 罗维戈教堂 (La Rotonda)。
Temple Newsam,Place,英国利兹的庄园。
Temple in Jerusalem,Place,耶路撒冷圣殿。
Temple of Concord,Place,罗马神庙。
Temple of Fortuna,Place,命运女神庙（如 Palestrina）。
Temple of Justice,Place,可能是指罗马建筑或寓意画中的建筑。
Temple of Kronos,Place,希腊神庙。
Temple of Minerva Medica,Place,[Ambiguous] 可能是 Temple of Minerva (Pallas) 或 Forum of Nerva (Transitorium)。
Teodora dal Pozzo,Person,Cassiano dal Pozzo 的女儿/继承人。
Teodoro Correr,Person,威尼斯收藏家，科雷尔博物馆创始人。
Teodoro Viero,Person,威尼斯出版商/版画家。
Teofilo Gallaccini,Person,"[OCR Fix] ""Gallacini"" -> ""Gallaccini"" (锡耶纳学者/建筑理论家)。 | 锡耶纳学者/建筑理论家。"
Terence,Person,剧作家泰伦斯。
Teresa Maria Marcellino,Person,[Verify] 可能是 Teresa Maria Marcolini (歌手) 或其他名字的误读。
Terisio Pignatti,Person,"[OCR Fix] ""Pignatt"" -> ""Pignatti""。威尼斯艺术史权威。"
Terni,Place,翁布里亚城市。
The Abduction of Helen,Work,[Category Fix] 圭多·雷尼等人的画作。 | [Category Fix] 常见神话主题。
The Adoration of the Magi,Work,[Category Fix] 三博士来朝。
The Adoration of the Mystic Lamb,Work,[Category Fix] 根特祭坛画（凡·艾克）。
The Andrians,Work,[Category Fix] 提香的《安德罗斯岛的酒神节》。
The Apostles,Group/Work,[Validation] 12使徒（或描绘使徒的作品）。
The Apotheosis of Christ's Blood and the Holy Cross,Work,[Category Fix] Baciccio 的草稿。
The Arrival at the Palace,Work,[Category Fix] 可能是 Carpaccio 圣乌苏拉系列或其他叙事画。
The Arrival of the Earl of Manchester in Venice,Work,[Category Fix] Luca Carlevarijs 的画作。
The Artist with a Group of Friends,Work,[Category Fix] 可能是 Self-portrait 或 Group portrait。
The Ascension,Work,[Category Fix] 耶稣升天图。
The Ascension of Christ,Work,[Category Fix]
The Assassination of Saint Peter Martyr,Work,[Category Fix] 提香原作（已毁）的临摹。
The Assumption of St Aloysius Gonzaga,Work,[Category Fix] Guercino 等人的画作。
The Assumption of the Virgin,Work,[Category Fix] 提香（Frari）或 Carracci 的圣母升天图。
The Bacchanal of the Andrians,Work,[Category Fix] 同 3651。
The Banquet of Cleopatra,Work,[Category Fix] | [Category Fix] 提埃坡罗的著名画作。
The Baptism of Christ,Work,[Category Fix] | [Category Fix] 耶稣受洗图。
The Bath of Diana,Work,[Category Fix] 戴安娜沐浴。
The Bathers,Work,[Category Fix] 塞尚（晚期）或 Carracci（早期）的画作，此处可能指 Carracci。
The Bean Eater,Work,[Category Fix] Annibale Carracci 的著名风俗画。
The Beheading of Saint John the Baptist,Work,[Category Fix] 卡拉瓦乔等人的画作。
The Beheading of Saint Paul,Work,[Category Fix] Algardi 的雕塑或画作。
The Birth of Saint John the Baptist,Work,[Category Fix]
The Capture of Jerusalem by Titus,Work,[Category Fix] 普桑画作。
The Capture of Syracuse with the Death of Archimedes,Work,[Category Fix]
The Children of Charles I,Work,[Category Fix] 凡·戴克画作。
The Choice of Hercules,Work,[Category Fix] 赫拉克勒斯的岔路口（Carracci 等）。
The Circumcision,Work,[Category Fix] 耶稣割礼图。
The Confession,Work,[Category Fix] 可能是 Longhi 的画作《告解》。
The Conspiracy of Catiline,Work,[Category Fix] Salvator Rosa 的画作。
The Continence of Scipio,Work,[Category Fix] 西庇阿的节制（历史画）。
The Conversion of Saint Paul,Work,[Category Fix] 卡拉瓦乔等人的画作。
The Crossing of the Red Sea,Work,[Category Fix] 普桑画作。
The Death of Ananias,Work,[Category Fix] 拉斐尔挂毯设计。
The Death of Cleopatra,Work,[Category Fix] 常见历史画主题。
The Death of Darius,Work,[Category Fix] 历史画。
The Death of Germanicus,Work,[Category Fix] 普桑的著名画作。
The Death of Lucretia,Work,[Category Fix] 常见历史画主题。
The Death of Regulus,Work,[Category Fix] Salvator Rosa 的画作。
The Death of St Francis Xavier,Work,[Category Fix] Baciccio 或 Maratti 的画作。
The Deposition,Work,[Category Fix] 耶稣下十字架。
The Deposition from the Cross,Work,[Category Fix]
The Descent from the Cross,Work,[Category Fix]
The Ecstasy of Saint Margaret of Cortona,Work,[Category Fix] Lanfranco 的画作。
The Emperor Augustus Closing the Doors of the Temple of Janus,Work,[Category Fix] Carlo Maratti 的画作。
The Entombment of Christ,Work,[Category Fix] 提香、卡拉瓦乔等。
The Exodus,Work,[Category Fix] 出埃及记主题（Castiglione 等）。
The Fair at Poggio a Caiano,Work,[Category Fix] Giuseppe Maria Crespi 的画作。
The Fall of Phaethon,Work,[Category Fix] 米开朗基罗（素描）或 Liss 等。
The Fall of the Giants,Work,[Category Fix] 朱利奥·罗马诺或萨尔瓦托·罗萨。
The Family of Darius before Alexander,Work,[Validation] 委罗内塞画作。
The Fates (Moirai),Person (Myth),[Category Fix] 原文误标为 Work。命运三女神。
The Feast of Herod,Work,[Category Fix] 多纳泰罗（浮雕）或鲁本斯。
The Finding of Moses,Work,[Category Fix] 发现摩西（常见主题）。
The Finding of the True Cross,Work,[Category Fix] 圣海伦纳发现真十字架。
The Flagellation of Christ,Work,"[Category Fix] 鞭笞基督（Piero della Francesca, Caravaggio 等）。"
The Flight into Egypt,Work,"[Category Fix] 逃往埃及（Carracci, Poussin 等）。"
The Forge of Vulcan,Work,[Category Fix] 委拉斯开兹等。
The Four Continents paying homage to Karl Philip von Greiffenklau,Work,[Category Fix] 提埃坡罗在 Würzburg 的天顶画。
The Four Elements,Work,[Category Fix] 常见的寓意画主题（Arcimboldo 等）。
The Four Seasons,Work,[Category Fix] Poussin 或 Vivaldi（音乐）的主题。
The Gathering of the Manna,Work,[Category Fix] 普桑、提埃坡罗等。
The Glorification of the Trinity with the Adoration of the Instruments of Passion,Work,[Category Fix] 可能是特定祭坛画。
The Glory of Saint Aloysius Gonzaga,Work,[Category Fix] Guercino 或 Pozzo 的作品。
The Glory of St Dominic,Work,[Category Fix] Guido Reni 或 Piazzetta 的画作。
The Great Flood,Work,"[Category Fix] 大洪水（Michelangelo, Poussin）。"
The Holy Family,Work,[Category Fix] 圣家族。
The Holy Family with Saint John the Baptist,Work,[Category Fix] 常见主题（Raphael 等）。
The Hunt of Meleager,Work,[Category Fix] 墨勒阿革洛斯狩猎图（Poussin）。
The Infant Jupiter handed over by Cybele to the Corybantes,Work,"[OCR Fix] ""befed"" -> ""be fed""。"
The Inspiration of the Poet,Work,[Category Fix] 普桑的著名画作。
The Institution of the Rosary,Work,[Category Fix] 提埃坡罗等人的画作。
The Judgment of Paris,Work,[Category Fix] 同上。 | [Category Fix] 帕里斯的裁判。
The Justice of Solomon,Work,[Category Fix] 所罗门的审判。
The Killing of Sisera,Work,[Category Fix] 雅亿杀西西拉。
The Last Judgment,Work,[Category Fix] 最后的审判（Michelangelo）。
The Levites,Group,[Category Fix] 利未人（圣经部族）。
The Life of Cato,Work,[Category Fix] 可能是 Plutarch 的传记或壁画系列。
The Life of Constantine,Work,[Category Fix] 鲁本斯或罗马的壁画系列。
The Life of Saint Ursula,Work,[Category Fix] Carpaccio 的著名系列画作。
The Madonna of Carmel and the Souls of Purgatory,Work,[Category Fix] 提埃坡罗等画作。
The Marriage of Frederick Barbarossa,Work,[Category Fix] 提埃坡罗在 Würzburg 的壁画。
The Marriage of Peleus and Thetis,Work,[Category Fix] 常见神话主题。
The Martyrdom of Saint Andrew,Work,[Category Fix]
The Martyrdom of Saint Cecilia,Work,[Category Fix] 圣塞西莉亚殉教图（如 Domenichino 作品）。
The Martyrdom of Saint Erasmus,Work,[Category Fix] 普桑的画作。
The Martyrdom of Saint Peter,Work,[Category Fix] 圣彼得殉教图（如卡拉瓦乔或雷尼作品）。
The Martyrdom of Saint Sebastian,Work,[Category Fix]
The Massacre of the Innocents,Work,"[Category Fix] 诸圣婴孩殉道（Guido Reni, Poussin）。"
The Meeting of Jacob and Esau,Work,[Category Fix] 圣经主题或画作。
The Meeting of Leo the Great and Attila,Work,[Category Fix] 拉斐尔或阿尔加迪的作品。
The Miracle of the Holy House of Loreto,Work,[Category Fix] 提埃坡罗的画作。
The Mission,Concept,[Ambiguous] 可能是电影、特定修会任务或画作标题。
The Murder of Abel,Work,"[Correction] 通常是该隐杀亚伯 ""Cain killing Abel""。需确认是否为罕见变体。"
The Music Lesson,Work,"[Category Fix] Vermeer, Longhi 等画作。"
The Musicians,Work,"[Category Fix] 卡拉瓦乔画作 ""The Musicians"" 或一般主题。"
The Mystic Marriage of Saint Catherine,Work,[Category Fix] 圣凯瑟琳的神秘婚姻。
The Nativity,Work,[Category Fix] 耶稣诞生图。 | [Category Fix] 耶稣降生。
The Origin of Coral,Work,[Category Fix] 普桑或洛兰画作。
The Painter's Family,Work,[Category Fix] 艺术家家庭肖像。
The Parlor,Work,[Category Fix] Pietro Longhi 的画作《The Parlatorio》。
The Plague at Ashdod,Work,[Category Fix] 普桑的画作。
The Pool of Bethesda,Work,"[Category Fix] 毕士大池（Hogarth, Panini）。"
The Power of Eloquence,Work,[Category Fix] 提埃坡罗在 Würzburg 的天顶画局部或寓意画。
The Power of Love,Work,[Category Fix] 寓意画。
The Presentation in the Temple,Work,[Category Fix] 圣殿奉献。
The Presentation of Jesus in the Temple,Work,[Category Fix]
The Presentation of the Virgin in the Temple,Work,[Category Fix] 提香或其他画家的主题。
The Rape of Europa,Work,[Category Fix] 提香、委罗内塞等人的画作。
The Rape of Ganymede,Work,[Category Fix] 伽尼米德的劫夺。
The Rape of Proserpina,Work,[Category Fix] 贝尼尼雕塑或画作。
The Rape of the Sabine Women,Work,[Category Fix] | [Category Fix] 普桑、詹博洛尼亚作品。 | [Category Fix] 萨宾妇女的劫夺。
The Rehearsal of an Opera,Work,[Category Fix] Marco Ricci 的画作。
The Repentant Magdalene,Work,[Category Fix] 忏悔的抹大拉。
The Rest on the Flight into Egypt,Work,[Category Fix] 逃往埃及途中的休息。
The Resurrection,Work,[Category Fix] 耶稣复活。
The Revolt of Masaniello,Work,[Category Fix] 原文误标为 Person。指描绘该事件的画作（Spadaro/Cerquozzi）。
The Road to Calvary,Work,[Category Fix] 苦路。
The Rokeby Venus,Work,[Category Fix] 委拉斯开兹的《镜前的维纳斯》。
The Royal Hunt of Dido and Aeneas,Work,[Category Fix] 埃涅阿斯纪主题。
The Sacrament of the Last Supper,Work,[Category Fix] 达利（Dali）作品在华盛顿？或是指 Leonardo 的复制品？需具体语境。
The Sacrifice of Iphigenia,Work,[Category Fix] 伊菲革涅亚的献祭。 | [Category Fix] 提埃坡罗等人的画作。
The Sacrifice of Isaac,Work,[Category Fix] 以撒的献祭。 | [Category Fix] 常见的艺术主题。
The Sacrifice of Noah,Work,[Category Fix] 诺亚的献祭。
The Sacrifice of Polyxena,Work,[Category Fix] 波吕克塞娜的献祭。
The Sala Grande of the Ridotto (Palazzo Dandolo),Place,"[OCR Fix] ""S. Mois豕"" -> ""San Moisè""。威尼斯著名的赌场大厅。"
The Sea Triumph of Charles II,Work,[Category Fix] Verrio 的画作（Hampton Court）。
The Seven Sacraments,Work,[Category Fix] 普桑的著名系列画作。
The Spectator,Work,[Category Fix] 原文误标为 Person。18世纪英国期刊。
The Standard Bearer,Work,[Category Fix] 伦勃朗或 Piazzetta 的画作。
The Stoning of Zechariah,Work,[Category Fix]
The Tempest,Work,[Category Fix] 乔尔乔内的《暴风雨》。
The Three Angels Visiting Abraham,Work,[Category Fix] 提埃坡罗等。
The Three Graces,Work,"[Category Fix] 三美神（Canova, Rubens）。"
The Tiburtine Sibyl Announces the Advent of Christ to Augustus,Work,[Category Fix] 提布尔巫女预言。
The Triumph of Galatea,Work,[Category Fix] 拉斐尔的壁画。
The Triumph of Venice,Work,[Category Fix] 提埃坡罗 (Palazzo Pisani) 或 Pompeo Batoni 的画作。 | [Category Fix] 提埃坡罗或 Veronese 的画作。
The Triumph of the Name of Jesus,Work,[Category Fix] Il Gesù 教堂的天顶画（Baciccio）。 | [Category Fix] 罗马耶稣会教堂天顶画。
The Vigilia di Santa Marta,Work,[Category Fix] Canaletto 的画作。
The Virgin Giving the Habit to Saint Teresa,Work,[Category Fix]
The Virgin Mary Appears to Saint Francis,Work,[Category Fix]
The Virgin and Child with Saints Catherine and Dominic,Work,[Category Fix] 玫瑰经圣母（Sassoferrato 或 Tiepolo）。
The Virgin with the Rabbit,Work,[Validation] 提香画作。
The Vision of Constantine,Work,[Category Fix] 康斯坦丁的幻象。
The Vision of Saint Eustace,Work,[Category Fix] 圣尤斯塔斯狩猎幻象。
The Visit of Henry III to the Villa Contarini,Work,[Category Fix] 提埃坡罗的壁画。
The Visitation,Work,[Category Fix] 圣母访亲。
The Wallace Collection,Organization,[Category Fix] 原文误标为 Place。伦敦著名的博物馆。
The War between the Romans and the Sabines,Work,[Category Fix] 历史画。
The Wedding Feast at Cana,Work,[Category Fix] 迦拿的婚礼。
The Wedding Feast at Cana (after Veronese),Work,[Category Fix] 临摹作品。
The Woman Taken in Adultery,Work,[Category Fix] 基督与淫妇。
The Worship of Venus,Work,[Category Fix] 提香的《维纳斯的崇拜》。
Theatinerkirche,Place,[Category Fix] 铁阿提纳教堂。
Theatines,Organization,[Category Fix] 铁阿提纳修会。
Third Colonnade for St. Peter's Square,Work,[Category Fix] 贝尼尼的未建设计方案。
Thomas Baines,Person,[Reconstruction] 英国医生/旅行者。
Thomas Baker,Person,可能是古董商或收藏家。
Thomas Buser,Person,艺术史学家。
"Thomas Coke, 1st Earl of Leicester",Person,"[Context] ""Mr Coke"" 常指 Thomas Coke (Holkham Hall 建造者/收藏家)。 | 霍尔克姆大厅的主人。"
"Thomas Foley, 1st Baron Foley",Person,
Thomas G. Bergin,Person,但丁/维柯学者。
"Thomas Howard, 14th Earl of Arundel",Person,著名的阿伦德尔伯爵，大收藏家。
"Thomas Howard, 21st Earl of Arundel",Person,[Disambiguation] 阿伦德尔伯爵 (著名收藏家)。
Thomas J. McCormick,Person,建筑史学家（Clérisseau 专家）。
Thomas Killigrew,Person,剧作家/朝臣。
Thomas Martyn,Person,植物学家/艺术导览作家。
"Thomas Pelham-Holles, 1st Duke of Newcastle",Person,[Category Fix] 原文误标为 Man-Made Object。
Thomas Rowlandson,Person,英国讽刺漫画家。
Thomas Sydenham,Person,"医生（""英国希波克拉底""）。"
"Thomas Wharton, 1st Marquess of Wharton",Person,英国辉格党政治家。
"Three Dominican Saints: Vincent, Hyacinth and Lawrence",Work,[Category Fix] 提埃坡罗在Gesuati的画作 (The Virgin Appearing to St. Dominic...) 的相关部分或独立画作。
Three Portraits of Dogs,Work,[Category Fix] Guercino 或其他画家的作品。
Thyrsus González de Santalla,Person,"[OCR Fix] ""Gonz芍lez"" -> ""González""。耶稣会总会长。"
Tiber,Place,台伯河。
Tiberio Cenci,Person,罗马红衣主教/贵族。
Tiberio Roberti,Person,18-19世纪巴萨诺贵族，卡诺瓦的朋友。
Tiepolo's Etchings,Work,[Category Fix] 提埃坡罗版画集 (Capricci/Scherzi)。
Tintoretto,Person,[Validation] 丁托列托。
Tirso González de Santalla,Person,[Reconstruction] 耶稣会总会长。
Titles granted to artists,Concept,[Category Fix] 社会史概念。
Titus,Person,[Category Fix] 原文误标为 Man-Made Object。罗马皇帝提图斯。
Tiziano Vecellio,Person,提香。
Tolfa,Place,拉齐奥大区城镇。
Tomaso Spinola,Person,热那亚贵族。
Tomb of Antenor,Work,[Category Fix] 帕多瓦的 Antenor 墓/像。
